,i,j,mi
15871,age_gt_60l,middle_wave_poorl,0.0
15872,middle_wave_poorl,airl,0.004292680752202603
15873,airl,middle_wave_poorl,0.004292680752202603
15874,middle_wave_poorl,airBoneGapl,0.010596176882957326
15875,airBoneGapl,middle_wave_poorl,0.010596176882957326
15876,middle_wave_poorl,ar_cl,0.03266000772547386
15877,ar_cl,middle_wave_poorl,0.03266000772547386
15878,middle_wave_poorl,ar_ul,0.04450062238479184
15879,ar_ul,middle_wave_poorl,0.04450062238479184
15880,middle_wave_poorl,bonel,0.03162758555031973
15881,bonel,middle_wave_poorl,0.03162758555031973
15882,middle_wave_poorl,boneAbnormall,0.01351128718344049
15883,boneAbnormall,middle_wave_poorl,0.01351128718344049
15884,middle_wave_poorl,bserl,0.6673791154144795
15885,bserl,middle_wave_poorl,0.6673791154144795
15886,middle_wave_poorl,history_buzzingl,0.0020339713824069415
15887,history_buzzingl,middle_wave_poorl,0.0020339713824069415
15888,middle_wave_poorl,history_dizzinessl,0.009293843128387573
15889,history_dizzinessl,middle_wave_poorl,0.009293843128387573
15890,middle_wave_poorl,history_fluctuatingl,0.0058387868073918065
15891,history_fluctuatingl,middle_wave_poorl,0.0058387868073918065
15892,middle_wave_poorl,history_fullnessl,0.0020339713824069415
15893,history_fullnessl,middle_wave_poorl,0.0020339713824069415
15894,middle_wave_poorl,history_heredityl,0.0032025968359992614
15895,history_heredityl,middle_wave_poorl,0.0032025968359992614
15896,middle_wave_poorl,history_nauseal,0.006742072667857969
15897,history_nauseal,middle_wave_poorl,0.006742072667857969
15898,middle_wave_poorl,history_noisel,0.013845867599909224
15899,history_noisel,middle_wave_poorl,0.013845867599909224
15900,middle_wave_poorl,history_recruitmentl,0.0032025968359992614
15901,history_recruitmentl,middle_wave_poorl,0.0032025968359992614
15902,middle_wave_poorl,history_ringingl,0.004738525365193683
15903,history_ringingl,middle_wave_poorl,0.004738525365193683
15904,middle_wave_poorl,history_roaringl,0.006307844830140646
15905,history_roaringl,middle_wave_poorl,0.006307844830140646
15906,middle_wave_poorl,history_vomitingl,0.004738525365193683
15907,history_vomitingl,middle_wave_poorl,0.004738525365193683
15908,middle_wave_poorl,late_wave_poorl,1.0
15909,late_wave_poorl,middle_wave_poorl,1.0
15910,middle_wave_poorl,m_at_2kl,0.0020339713824069415
15911,m_at_2kl,middle_wave_poorl,0.0020339713824069415
15912,middle_wave_poorl,m_cond_lt_1kl,0.0
15913,m_cond_lt_1kl,middle_wave_poorl,0.0
15914,middle_wave_poorl,m_gt_1kl,0.0020339713824069415
15915,m_gt_1kl,middle_wave_poorl,0.0020339713824069415
15916,middle_wave_poorl,m_m_gt_2kl,0.0020339713824069415
15917,m_m_gt_2kl,middle_wave_poorl,0.0020339713824069415
15918,middle_wave_poorl,m_m_snl,0.0
15919,m_m_snl,middle_wave_poorl,0.0
15920,middle_wave_poorl,m_m_sn_gt_1kl,0.0020339713824069415
15921,m_m_sn_gt_1kl,middle_wave_poorl,0.0020339713824069415
15922,middle_wave_poorl,m_m_sn_gt_2kl,0.0032025968359992614
15923,m_m_sn_gt_2kl,middle_wave_poorl,0.0032025968359992614
15924,middle_wave_poorl,m_m_sn_gt_500l,0.0020339713824069415
15925,m_m_sn_gt_500l,middle_wave_poorl,0.0020339713824069415
15926,middle_wave_poorl,m_p_sn_gt_2kl,0.0
15927,m_p_sn_gt_2kl,middle_wave_poorl,0.0
15928,middle_wave_poorl,m_s_gt_500l,0.0020339713824069415
15929,m_s_gt_500l,middle_wave_poorl,0.0020339713824069415
15930,middle_wave_poorl,m_s_snl,0.0
15931,m_s_snl,middle_wave_poorl,0.0
15932,middle_wave_poorl,m_s_sn_gt_1kl,0.0
15933,m_s_sn_gt_1kl,middle_wave_poorl,0.0
15934,middle_wave_poorl,m_s_sn_gt_2kl,0.0
15935,m_s_sn_gt_2kl,middle_wave_poorl,0.0
15936,middle_wave_poorl,m_s_sn_gt_3kl,0.0
15937,m_s_sn_gt_3kl,middle_wave_poorl,0.0
15938,middle_wave_poorl,m_s_sn_gt_4kl,0.0
15939,m_s_sn_gt_4kl,middle_wave_poorl,0.0
15940,middle_wave_poorl,m_sn_2_3kl,0.0020339713824069415
15941,m_sn_2_3kl,middle_wave_poorl,0.0020339713824069415
15942,middle_wave_poorl,m_sn_gt_1kl,0.1580433322003196
15943,m_sn_gt_1kl,middle_wave_poorl,0.1580433322003196
15944,middle_wave_poorl,m_sn_gt_2kl,0.04357434812215933
15945,m_sn_gt_2kl,middle_wave_poorl,0.04357434812215933
15946,middle_wave_poorl,m_sn_gt_3kl,0.004738525365193683
15947,m_sn_gt_3kl,middle_wave_poorl,0.004738525365193683
15948,middle_wave_poorl,m_sn_gt_4kl,0.004053630534213263
15949,m_sn_gt_4kl,middle_wave_poorl,0.004053630534213263
15950,middle_wave_poorl,m_sn_gt_500l,0.0020339713824069415
15951,m_sn_gt_500l,middle_wave_poorl,0.0020339713824069415
15952,middle_wave_poorl,m_sn_gt_6kl,0.0
15953,m_sn_gt_6kl,middle_wave_poorl,0.0
15954,middle_wave_poorl,m_sn_lt_1kl,0.004053630534213263
15955,m_sn_lt_1kl,middle_wave_poorl,0.004053630534213263
15956,middle_wave_poorl,m_sn_lt_2kl,0.0020339713824069415
15957,m_sn_lt_2kl,middle_wave_poorl,0.0020339713824069415
15958,middle_wave_poorl,m_sn_lt_3kl,0.0020339713824069415
15959,m_sn_lt_3kl,middle_wave_poorl,0.0020339713824069415
15960,middle_wave_poorl,mod_gt_4kl,0.0020339713824069415
15961,mod_gt_4kl,middle_wave_poorl,0.0020339713824069415
15962,middle_wave_poorl,mod_mixedl,0.0
15963,mod_mixedl,middle_wave_poorl,0.0
15964,middle_wave_poorl,mod_s_mixedl,0.0
15965,mod_s_mixedl,middle_wave_poorl,0.0
15966,middle_wave_poorl,mod_s_sn_gt_500l,0.0
15967,mod_s_sn_gt_500l,middle_wave_poorl,0.0
15968,middle_wave_poorl,mod_snl,0.0
15969,mod_snl,middle_wave_poorl,0.0
15970,middle_wave_poorl,mod_sn_gt_1kl,0.0020339713824069415
15971,mod_sn_gt_1kl,middle_wave_poorl,0.0020339713824069415
15972,middle_wave_poorl,mod_sn_gt_2kl,0.004738525365193683
15973,mod_sn_gt_2kl,middle_wave_poorl,0.004738525365193683
15974,middle_wave_poorl,mod_sn_gt_3kl,0.006742072667857969
15975,mod_sn_gt_3kl,middle_wave_poorl,0.006742072667857969
15976,middle_wave_poorl,mod_sn_gt_4kl,0.004053630534213263
15977,mod_sn_gt_4kl,middle_wave_poorl,0.004053630534213263
15978,middle_wave_poorl,mod_sn_gt_500l,0.0032025968359992614
15979,mod_sn_gt_500l,middle_wave_poorl,0.0032025968359992614
15980,middle_wave_poorl,notch_4kl,0.00895881675836447
15981,notch_4kl,middle_wave_poorl,0.00895881675836447
15982,middle_wave_poorl,notch_at_4kl,0.007909260774499575
15983,notch_at_4kl,middle_wave_poorl,0.007909260774499575
15984,middle_wave_poorl,o_ar_cl,0.034683733274700104
15985,o_ar_cl,middle_wave_poorl,0.034683733274700104
15986,middle_wave_poorl,o_ar_ul,0.03971595474964337
15987,o_ar_ul,middle_wave_poorl,0.03971595474964337
15988,middle_wave_poorl,s_sn_gt_1kl,0.0020339713824069415
15989,s_sn_gt_1kl,middle_wave_poorl,0.0020339713824069415
15990,middle_wave_poorl,s_sn_gt_2kl,0.004053630534213263
15991,s_sn_gt_2kl,middle_wave_poorl,0.004053630534213263
15992,middle_wave_poorl,s_sn_gt_4kl,0.0032025968359992614
15993,s_sn_gt_4kl,middle_wave_poorl,0.0032025968359992614
15994,middle_wave_poorl,speechl,0.018695364195497815
15995,speechl,middle_wave_poorl,0.018695364195497815
15996,middle_wave_poorl,static_normall,0.0071499763482481184
15997,static_normall,middle_wave_poorl,0.0071499763482481184
15998,middle_wave_poorl,tympl,0.04687052298398973
15999,tympl,middle_wave_poorl,0.04687052298398973
16000,middle_wave_poorl,viith_nerve_signsl,0.0020339713824069415
16001,viith_nerve_signsl,middle_wave_poorl,0.0020339713824069415
16002,middle_wave_poorl,wave_V_delayedl,0.0032025968359992614
16003,wave_V_delayedl,middle_wave_poorl,0.0032025968359992614
16004,middle_wave_poorl,waveform_ItoV_prolongedl,0.0032025968359992614
16005,waveform_ItoV_prolongedl,middle_wave_poorl,0.0032025968359992614
16006,middle_wave_poorl,indentifierl,0.03368040911521589
16007,indentifierl,middle_wave_poorl,0.03368040911521589
16008,mod_gt_4kl,age_gt_60l,0.0
16009,age_gt_60l,mod_gt_4kl,0.0
16010,mod_gt_4kl,airl,0.010732264768137618
16011,airl,mod_gt_4kl,0.010732264768137618
16012,mod_gt_4kl,airBoneGapl,0.00567048212781757
16013,airBoneGapl,mod_gt_4kl,0.00567048212781757
16014,mod_gt_4kl,ar_cl,0.016717383595410445
16015,ar_cl,mod_gt_4kl,0.016717383595410445
16016,mod_gt_4kl,ar_ul,0.008499036473416691
16017,ar_ul,mod_gt_4kl,0.008499036473416691
16018,mod_gt_4kl,bonel,0.016058080739982043
16019,bonel,mod_gt_4kl,0.016058080739982043
16020,mod_gt_4kl,boneAbnormall,0.007136977342380242
16021,boneAbnormall,mod_gt_4kl,0.007136977342380242
16022,mod_gt_4kl,bserl,0.0025076564333262035
16023,bserl,mod_gt_4kl,0.0025076564333262035
16024,mod_gt_4kl,history_buzzingl,0.001397840025517007
16025,history_buzzingl,mod_gt_4kl,0.001397840025517007
16026,mod_gt_4kl,history_dizzinessl,0.005023590636461302
16027,history_dizzinessl,mod_gt_4kl,0.005023590636461302
16028,mod_gt_4kl,history_fluctuatingl,0.003338031208059927
16029,history_fluctuatingl,mod_gt_4kl,0.003338031208059927
16030,mod_gt_4kl,history_fullnessl,0.001397840025517007
16031,history_fullnessl,mod_gt_4kl,0.001397840025517007
16032,mod_gt_4kl,history_heredityl,0.0020339713824069415
16033,history_heredityl,mod_gt_4kl,0.0020339713824069415
16034,mod_gt_4kl,history_nauseal,0.0037752315060189034
16035,history_nauseal,mod_gt_4kl,0.0037752315060189034
16036,mod_gt_4kl,history_noisel,0.0073065416413225425
16037,history_noisel,mod_gt_4kl,0.0073065416413225425
16038,mod_gt_4kl,history_recruitmentl,0.0020339713824069415
16039,history_recruitmentl,mod_gt_4kl,0.0020339713824069415
16040,mod_gt_4kl,history_ringingl,0.0028036801918626566
16041,history_ringingl,mod_gt_4kl,0.0028036801918626566
16042,mod_gt_4kl,history_roaringl,0.00356495816171721
16043,history_roaringl,mod_gt_4kl,0.00356495816171721
16044,mod_gt_4kl,history_vomitingl,0.0028036801918626566
16045,history_vomitingl,mod_gt_4kl,0.0028036801918626566
16046,mod_gt_4kl,late_wave_poorl,0.0020339713824069415
16047,late_wave_poorl,mod_gt_4kl,0.0020339713824069415
16048,mod_gt_4kl,m_at_2kl,0.001397840025517007
16049,m_at_2kl,mod_gt_4kl,0.001397840025517007
16050,mod_gt_4kl,m_cond_lt_1kl,0.0
16051,m_cond_lt_1kl,mod_gt_4kl,0.0
16052,mod_gt_4kl,m_gt_1kl,0.001397840025517007
16053,m_gt_1kl,mod_gt_4kl,0.001397840025517007
16054,mod_gt_4kl,m_m_gt_2kl,0.001397840025517007
16055,m_m_gt_2kl,mod_gt_4kl,0.001397840025517007
16056,mod_gt_4kl,m_m_snl,0.0
16057,m_m_snl,mod_gt_4kl,0.0
16058,mod_gt_4kl,m_m_sn_gt_1kl,0.001397840025517007
16059,m_m_sn_gt_1kl,mod_gt_4kl,0.001397840025517007
16060,mod_gt_4kl,m_m_sn_gt_2kl,0.0020339713824069415
16061,m_m_sn_gt_2kl,mod_gt_4kl,0.0020339713824069415
16062,mod_gt_4kl,m_m_sn_gt_500l,0.001397840025517007
16063,m_m_sn_gt_500l,mod_gt_4kl,0.001397840025517007
16064,mod_gt_4kl,m_p_sn_gt_2kl,0.0
16065,m_p_sn_gt_2kl,mod_gt_4kl,0.0
16066,mod_gt_4kl,m_s_gt_500l,0.001397840025517007
16067,m_s_gt_500l,mod_gt_4kl,0.001397840025517007
16068,mod_gt_4kl,m_s_snl,0.0
16069,m_s_snl,mod_gt_4kl,0.0
16070,mod_gt_4kl,m_s_sn_gt_1kl,0.0
16071,m_s_sn_gt_1kl,mod_gt_4kl,0.0
16072,mod_gt_4kl,m_s_sn_gt_2kl,0.0
16073,m_s_sn_gt_2kl,mod_gt_4kl,0.0
16074,mod_gt_4kl,m_s_sn_gt_3kl,0.0
16075,m_s_sn_gt_3kl,mod_gt_4kl,0.0
16076,mod_gt_4kl,m_s_sn_gt_4kl,0.0
16077,m_s_sn_gt_4kl,mod_gt_4kl,0.0
16078,mod_gt_4kl,m_sn_2_3kl,0.001397840025517007
16079,m_sn_2_3kl,mod_gt_4kl,0.001397840025517007
16080,mod_gt_4kl,m_sn_gt_1kl,0.0028036801918626566
16081,m_sn_gt_1kl,mod_gt_4kl,0.0028036801918626566
16082,mod_gt_4kl,m_sn_gt_2kl,0.004518845399064122
16083,m_sn_gt_2kl,mod_gt_4kl,0.004518845399064122
16084,mod_gt_4kl,m_sn_gt_3kl,0.0028036801918626566
16085,m_sn_gt_3kl,mod_gt_4kl,0.0028036801918626566
16086,mod_gt_4kl,m_sn_gt_4kl,0.0024659774853453584
16087,m_sn_gt_4kl,mod_gt_4kl,0.0024659774853453584
16088,mod_gt_4kl,m_sn_gt_500l,0.001397840025517007
16089,m_sn_gt_500l,mod_gt_4kl,0.001397840025517007
16090,mod_gt_4kl,m_sn_gt_6kl,0.0
16091,m_sn_gt_6kl,mod_gt_4kl,0.0
16092,mod_gt_4kl,m_sn_lt_1kl,0.0024659774853453584
16093,m_sn_lt_1kl,mod_gt_4kl,0.0024659774853453584
16094,mod_gt_4kl,m_sn_lt_2kl,0.001397840025517007
16095,m_sn_lt_2kl,mod_gt_4kl,0.001397840025517007
16096,mod_gt_4kl,m_sn_lt_3kl,0.001397840025517007
16097,m_sn_lt_3kl,mod_gt_4kl,0.001397840025517007
16098,mod_gt_4kl,middle_wave_poorl,0.0020339713824069415
16099,middle_wave_poorl,mod_gt_4kl,0.0020339713824069415
16100,mod_gt_4kl,mod_mixedl,0.0
16101,mod_mixedl,mod_gt_4kl,0.0
16102,mod_gt_4kl,mod_s_mixedl,0.0
16103,mod_s_mixedl,mod_gt_4kl,0.0
16104,mod_gt_4kl,mod_s_sn_gt_500l,0.0
16105,mod_s_sn_gt_500l,mod_gt_4kl,0.0
16106,mod_gt_4kl,mod_snl,0.0
16107,mod_snl,mod_gt_4kl,0.0
16108,mod_gt_4kl,mod_sn_gt_1kl,0.001397840025517007
16109,mod_sn_gt_1kl,mod_gt_4kl,0.001397840025517007
16110,mod_gt_4kl,mod_sn_gt_2kl,0.0028036801918626566
16111,mod_sn_gt_2kl,mod_gt_4kl,0.0028036801918626566
16112,mod_gt_4kl,mod_sn_gt_3kl,0.0037752315060189034
16113,mod_sn_gt_3kl,mod_gt_4kl,0.0037752315060189034
16114,mod_gt_4kl,mod_sn_gt_4kl,0.0024659774853453584
16115,mod_sn_gt_4kl,mod_gt_4kl,0.0024659774853453584
16116,mod_gt_4kl,mod_sn_gt_500l,0.0020339713824069415
16117,mod_sn_gt_500l,mod_gt_4kl,0.0020339713824069415
16118,mod_gt_4kl,notch_4kl,0.004858214528033101
16119,notch_4kl,mod_gt_4kl,0.004858214528033101
16120,mod_gt_4kl,notch_at_4kl,0.004343092258389193
16121,notch_at_4kl,mod_gt_4kl,0.004343092258389193
16122,mod_gt_4kl,o_ar_cl,0.017757271102294712
16123,o_ar_cl,mod_gt_4kl,0.017757271102294712
16124,mod_gt_4kl,o_ar_ul,0.02031256942272888
16125,o_ar_ul,mod_gt_4kl,0.02031256942272888
16126,mod_gt_4kl,s_sn_gt_1kl,0.001397840025517007
16127,s_sn_gt_1kl,mod_gt_4kl,0.001397840025517007
16128,mod_gt_4kl,s_sn_gt_2kl,0.0024659774853453584
16129,s_sn_gt_2kl,mod_gt_4kl,0.0024659774853453584
16130,mod_gt_4kl,s_sn_gt_4kl,0.0020339713824069415
16131,s_sn_gt_4kl,mod_gt_4kl,0.0020339713824069415
16132,mod_gt_4kl,speechl,0.006806673552684668
16133,speechl,mod_gt_4kl,0.006806673552684668
16134,mod_gt_4kl,static_normall,0.003973163136991496
16135,static_normall,mod_gt_4kl,0.003973163136991496
16136,mod_gt_4kl,tympl,0.00443252434087143
16137,tympl,mod_gt_4kl,0.00443252434087143
16138,mod_gt_4kl,viith_nerve_signsl,0.001397840025517007
16139,viith_nerve_signsl,mod_gt_4kl,0.001397840025517007
16140,mod_gt_4kl,wave_V_delayedl,0.0020339713824069415
16141,wave_V_delayedl,mod_gt_4kl,0.0020339713824069415
16142,mod_gt_4kl,waveform_ItoV_prolongedl,0.0020339713824069415
16143,waveform_ItoV_prolongedl,mod_gt_4kl,0.0020339713824069415
16144,mod_gt_4kl,indentifierl,0.019274028853535737
16145,indentifierl,mod_gt_4kl,0.019274028853535737
16146,mod_mixedl,age_gt_60l,1.0
16147,age_gt_60l,mod_mixedl,1.0
16148,mod_mixedl,airl,3.9357630831650777e-16
16149,airl,mod_mixedl,3.9357630831650777e-16
16150,mod_mixedl,airBoneGapl,0.0
16151,airBoneGapl,mod_mixedl,0.0
16152,mod_mixedl,ar_cl,0.0
16153,ar_cl,mod_mixedl,0.0
16154,mod_mixedl,ar_ul,0.0
16155,ar_ul,mod_mixedl,0.0
16156,mod_mixedl,bonel,0.0
16157,bonel,mod_mixedl,0.0
16158,mod_mixedl,boneAbnormall,2.598061304041961e-15
16159,boneAbnormall,mod_mixedl,2.598061304041961e-15
16160,mod_mixedl,bserl,0.0
16161,bserl,mod_mixedl,0.0
16162,mod_mixedl,history_buzzingl,0.0
16163,history_buzzingl,mod_mixedl,0.0
16164,mod_mixedl,history_dizzinessl,0.0
16165,history_dizzinessl,mod_mixedl,0.0
16166,mod_mixedl,history_fluctuatingl,0.0
16167,history_fluctuatingl,mod_mixedl,0.0
16168,mod_mixedl,history_fullnessl,0.0
16169,history_fullnessl,mod_mixedl,0.0
16170,mod_mixedl,history_heredityl,0.0
16171,history_heredityl,mod_mixedl,0.0
16172,mod_mixedl,history_nauseal,0.0
16173,history_nauseal,mod_mixedl,0.0
16174,mod_mixedl,history_noisel,0.0
16175,history_noisel,mod_mixedl,0.0
16176,mod_mixedl,history_recruitmentl,0.0
16177,history_recruitmentl,mod_mixedl,0.0
16178,mod_mixedl,history_ringingl,0.0
16179,history_ringingl,mod_mixedl,0.0
16180,mod_mixedl,history_roaringl,7.735088137001467e-15
16181,history_roaringl,mod_mixedl,7.735088137001467e-15
16182,mod_mixedl,history_vomitingl,0.0
16183,history_vomitingl,mod_mixedl,0.0
16184,mod_mixedl,late_wave_poorl,0.0
16185,late_wave_poorl,mod_mixedl,0.0
16186,mod_mixedl,m_at_2kl,0.0
16187,m_at_2kl,mod_mixedl,0.0
16188,mod_mixedl,m_cond_lt_1kl,1.0
16189,m_cond_lt_1kl,mod_mixedl,1.0
16190,mod_mixedl,m_gt_1kl,0.0
16191,m_gt_1kl,mod_mixedl,0.0
16192,mod_mixedl,m_m_gt_2kl,0.0
16193,m_m_gt_2kl,mod_mixedl,0.0
16194,mod_mixedl,m_m_snl,1.0
16195,m_m_snl,mod_mixedl,1.0
16196,mod_mixedl,m_m_sn_gt_1kl,0.0
16197,m_m_sn_gt_1kl,mod_mixedl,0.0
16198,mod_mixedl,m_m_sn_gt_2kl,0.0
16199,m_m_sn_gt_2kl,mod_mixedl,0.0
16200,mod_mixedl,m_m_sn_gt_500l,0.0
16201,m_m_sn_gt_500l,mod_mixedl,0.0
16202,mod_mixedl,m_p_sn_gt_2kl,1.0
16203,m_p_sn_gt_2kl,mod_mixedl,1.0
16204,mod_mixedl,m_s_gt_500l,0.0
16205,m_s_gt_500l,mod_mixedl,0.0
16206,mod_mixedl,m_s_snl,1.0
16207,m_s_snl,mod_mixedl,1.0
16208,mod_mixedl,m_s_sn_gt_1kl,1.0
16209,m_s_sn_gt_1kl,mod_mixedl,1.0
16210,mod_mixedl,m_s_sn_gt_2kl,1.0
16211,m_s_sn_gt_2kl,mod_mixedl,1.0
16212,mod_mixedl,m_s_sn_gt_3kl,1.0
16213,m_s_sn_gt_3kl,mod_mixedl,1.0
16214,mod_mixedl,m_s_sn_gt_4kl,1.0
16215,m_s_sn_gt_4kl,mod_mixedl,1.0
16216,mod_mixedl,m_sn_2_3kl,0.0
16217,m_sn_2_3kl,mod_mixedl,0.0
16218,mod_mixedl,m_sn_gt_1kl,0.0
16219,m_sn_gt_1kl,mod_mixedl,0.0
16220,mod_mixedl,m_sn_gt_2kl,0.0
16221,m_sn_gt_2kl,mod_mixedl,0.0
16222,mod_mixedl,m_sn_gt_3kl,0.0
16223,m_sn_gt_3kl,mod_mixedl,0.0
16224,mod_mixedl,m_sn_gt_4kl,1.5225035210037873e-14
16225,m_sn_gt_4kl,mod_mixedl,1.5225035210037873e-14
16226,mod_mixedl,m_sn_gt_500l,0.0
16227,m_sn_gt_500l,mod_mixedl,0.0
16228,mod_mixedl,m_sn_gt_6kl,1.0
16229,m_sn_gt_6kl,mod_mixedl,1.0
16230,mod_mixedl,m_sn_lt_1kl,1.5225035210037873e-14
16231,m_sn_lt_1kl,mod_mixedl,1.5225035210037873e-14
16232,mod_mixedl,m_sn_lt_2kl,0.0
16233,m_sn_lt_2kl,mod_mixedl,0.0
16234,mod_mixedl,m_sn_lt_3kl,0.0
16235,m_sn_lt_3kl,mod_mixedl,0.0
16236,mod_mixedl,middle_wave_poorl,0.0
16237,middle_wave_poorl,mod_mixedl,0.0
16238,mod_mixedl,mod_gt_4kl,0.0
16239,mod_gt_4kl,mod_mixedl,0.0
16240,mod_mixedl,mod_s_mixedl,1.0
16241,mod_s_mixedl,mod_mixedl,1.0
16242,mod_mixedl,mod_s_sn_gt_500l,1.0
16243,mod_s_sn_gt_500l,mod_mixedl,1.0
16244,mod_mixedl,mod_snl,1.0
16245,mod_snl,mod_mixedl,1.0
16246,mod_mixedl,mod_sn_gt_1kl,0.0
16247,mod_sn_gt_1kl,mod_mixedl,0.0
16248,mod_mixedl,mod_sn_gt_2kl,0.0
16249,mod_sn_gt_2kl,mod_mixedl,0.0
16250,mod_mixedl,mod_sn_gt_3kl,0.0
16251,mod_sn_gt_3kl,mod_mixedl,0.0
16252,mod_mixedl,mod_sn_gt_4kl,1.5225035210037873e-14
16253,mod_sn_gt_4kl,mod_mixedl,1.5225035210037873e-14
16254,mod_mixedl,mod_sn_gt_500l,0.0
16255,mod_sn_gt_500l,mod_mixedl,0.0
16256,mod_mixedl,notch_4kl,0.0
16257,notch_4kl,mod_mixedl,0.0
16258,mod_mixedl,notch_at_4kl,5.374277681439473e-15
16259,notch_at_4kl,mod_mixedl,5.374277681439473e-15
16260,mod_mixedl,o_ar_cl,0.0
16261,o_ar_cl,mod_mixedl,0.0
16262,mod_mixedl,o_ar_ul,0.0
16263,o_ar_ul,mod_mixedl,0.0
16264,mod_mixedl,s_sn_gt_1kl,0.0
16265,s_sn_gt_1kl,mod_mixedl,0.0
16266,mod_mixedl,s_sn_gt_2kl,1.5225035210037873e-14
16267,s_sn_gt_2kl,mod_mixedl,1.5225035210037873e-14
16268,mod_mixedl,s_sn_gt_4kl,0.0
16269,s_sn_gt_4kl,mod_mixedl,0.0
16270,mod_mixedl,speechl,0.0
16271,speechl,mod_mixedl,0.0
16272,mod_mixedl,static_normall,0.0
16273,static_normall,mod_mixedl,0.0
16274,mod_mixedl,tympl,1.952019126112718e-15
16275,tympl,mod_mixedl,1.952019126112718e-15
16276,mod_mixedl,viith_nerve_signsl,0.0
16277,viith_nerve_signsl,mod_mixedl,0.0
16278,mod_mixedl,wave_V_delayedl,0.0
16279,wave_V_delayedl,mod_mixedl,0.0
16280,mod_mixedl,waveform_ItoV_prolongedl,0.0
16281,waveform_ItoV_prolongedl,mod_mixedl,0.0
16282,mod_mixedl,indentifierl,0.0
16283,indentifierl,mod_mixedl,0.0
16284,mod_s_mixedl,age_gt_60l,1.0
16285,age_gt_60l,mod_s_mixedl,1.0
16286,mod_s_mixedl,airl,3.9357630831650777e-16
16287,airl,mod_s_mixedl,3.9357630831650777e-16
16288,mod_s_mixedl,airBoneGapl,0.0
16289,airBoneGapl,mod_s_mixedl,0.0
16290,mod_s_mixedl,ar_cl,0.0
16291,ar_cl,mod_s_mixedl,0.0
16292,mod_s_mixedl,ar_ul,0.0
16293,ar_ul,mod_s_mixedl,0.0
16294,mod_s_mixedl,bonel,0.0
16295,bonel,mod_s_mixedl,0.0
16296,mod_s_mixedl,boneAbnormall,2.598061304041961e-15
16297,boneAbnormall,mod_s_mixedl,2.598061304041961e-15
16298,mod_s_mixedl,bserl,0.0
16299,bserl,mod_s_mixedl,0.0
16300,mod_s_mixedl,history_buzzingl,0.0
16301,history_buzzingl,mod_s_mixedl,0.0
16302,mod_s_mixedl,history_dizzinessl,0.0
16303,history_dizzinessl,mod_s_mixedl,0.0
16304,mod_s_mixedl,history_fluctuatingl,0.0
16305,history_fluctuatingl,mod_s_mixedl,0.0
16306,mod_s_mixedl,history_fullnessl,0.0
16307,history_fullnessl,mod_s_mixedl,0.0
16308,mod_s_mixedl,history_heredityl,0.0
16309,history_heredityl,mod_s_mixedl,0.0
16310,mod_s_mixedl,history_nauseal,0.0
16311,history_nauseal,mod_s_mixedl,0.0
16312,mod_s_mixedl,history_noisel,0.0
16313,history_noisel,mod_s_mixedl,0.0
16314,mod_s_mixedl,history_recruitmentl,0.0
16315,history_recruitmentl,mod_s_mixedl,0.0
16316,mod_s_mixedl,history_ringingl,0.0
16317,history_ringingl,mod_s_mixedl,0.0
16318,mod_s_mixedl,history_roaringl,7.735088137001467e-15
16319,history_roaringl,mod_s_mixedl,7.735088137001467e-15
16320,mod_s_mixedl,history_vomitingl,0.0
16321,history_vomitingl,mod_s_mixedl,0.0
16322,mod_s_mixedl,late_wave_poorl,0.0
16323,late_wave_poorl,mod_s_mixedl,0.0
16324,mod_s_mixedl,m_at_2kl,0.0
16325,m_at_2kl,mod_s_mixedl,0.0
16326,mod_s_mixedl,m_cond_lt_1kl,1.0
16327,m_cond_lt_1kl,mod_s_mixedl,1.0
16328,mod_s_mixedl,m_gt_1kl,0.0
16329,m_gt_1kl,mod_s_mixedl,0.0
16330,mod_s_mixedl,m_m_gt_2kl,0.0
16331,m_m_gt_2kl,mod_s_mixedl,0.0
16332,mod_s_mixedl,m_m_snl,1.0
16333,m_m_snl,mod_s_mixedl,1.0
16334,mod_s_mixedl,m_m_sn_gt_1kl,0.0
16335,m_m_sn_gt_1kl,mod_s_mixedl,0.0
16336,mod_s_mixedl,m_m_sn_gt_2kl,0.0
16337,m_m_sn_gt_2kl,mod_s_mixedl,0.0
16338,mod_s_mixedl,m_m_sn_gt_500l,0.0
16339,m_m_sn_gt_500l,mod_s_mixedl,0.0
16340,mod_s_mixedl,m_p_sn_gt_2kl,1.0
16341,m_p_sn_gt_2kl,mod_s_mixedl,1.0
16342,mod_s_mixedl,m_s_gt_500l,0.0
16343,m_s_gt_500l,mod_s_mixedl,0.0
16344,mod_s_mixedl,m_s_snl,1.0
16345,m_s_snl,mod_s_mixedl,1.0
16346,mod_s_mixedl,m_s_sn_gt_1kl,1.0
16347,m_s_sn_gt_1kl,mod_s_mixedl,1.0
16348,mod_s_mixedl,m_s_sn_gt_2kl,1.0
16349,m_s_sn_gt_2kl,mod_s_mixedl,1.0
16350,mod_s_mixedl,m_s_sn_gt_3kl,1.0
16351,m_s_sn_gt_3kl,mod_s_mixedl,1.0
16352,mod_s_mixedl,m_s_sn_gt_4kl,1.0
16353,m_s_sn_gt_4kl,mod_s_mixedl,1.0
16354,mod_s_mixedl,m_sn_2_3kl,0.0
